Head,Relation,Tail,Original Tail,Tail Noun Chunks,Title,Article,Original Article Text,Clean Original Tail
head union delegation,refer,article,to in article 74(8) heads of union delegations,"['article', 'head', 'union delegation']",TITLE IV BUDGET IMPLEMENTATION,Article 76  Powers and duties of Heads of Union Delegations ,"[' \nWhere Heads of Union delegations act as authorising officers by subdelegation in accordance with Article 60(2), \nthey shall be subject to the Commission as the Union institution responsible for the definition, exercise, monitoring and \nappraisal of their duties and responsibilities as authorising officers by subdelegation and shall cooperate closely with the \nCommission with regard to the proper implementation of the funds, in order to ensure, in particular, the legality and \nregularity of financial transactions, respect for the principle of sound financial management in the management of the \nfunds and the effective protection of the financial interests of the Union. They shall be subject to the internal rules of the \nCommission and to the Commission Charter for the implementation of the financial management tasks subdelegated to \nthem. They may be assisted in their duties by Commission staff of Union delegations. \nTo this effect, Heads of Union delegations shall take the measures necessary to prevent any situation likely to put at risk \nthe Commission’s capacity to fulfil its responsibility for budget implementation subdelegated to them, as well as any \nconflict of priorities which is likely to have an impact on the implementation of the financial management tasks \nsubdelegated to them. \nWhere a situation or conflict referred to in the second subparagraph arises, Heads of Union delegations shall without \ndelay inform the Directors-General responsible of the Commission and of the EEAS thereof. Those Directors-General shall \ntake appropriate steps to remedy the situation. ', ' \nIf Heads of Union delegations find themselves in a situation as referred to in Article 74(8), they shall refer the \nmatter to the panel referred to in Article 143. In the event of any illegal activity, fraud or corruption which may harm the \ninterests of the Union, they shall inform the authorities and bodies designated by the applicable legislation. ', ' \nHeads of Union delegations acting as authorising officers by subdelegation in accordance with Article 60(2) shall \nreport to their authorising officer by delegation so that the latter can integrate their reports in his or her annual activity \nreport referred to in Article 74(9). The reports of Heads of Union delegations shall include information on the efficiency \nand effectiveness of internal control systems put in place in their delegation, as well as on the management of operations \nsubdelegated to them, and provide the assurance referred to in the third subparagraph of Article 92(5). Those reports shall \nbe annexed to the annual activity report of the authorising officer by delegation, and shall be made available to the \nEuropean Parliament and to the Council having due regard, where appropriate, to their confidentiality. \nHeads of Union delegations shall fully cooperate with Union institutions involved in the discharge procedure and provide, \nas appropriate, any necessary additional information. In this context, they may be requested to attend meetings of the \nrelevant bodies and assist the authorising officer by delegation responsible. \nHeads of Union delegations acting as authorising officers by subdelegation in accordance with Article 60(2) shall reply to \nany request by the authorising officer by delegation of the Commission at the Commission’s own request or, in the \ncontext of discharge, at the request of the European Parliament. \nThe Commission shall ensure that the subdelegating of powers to Heads of Union delegations is not detrimental to the \ndischarge procedure under Article 319 TFEU. ', ' \nParagraphs 1, 2 and 3 shall also apply to deputy Heads of Union delegations when they act as authorising officers \nby subdelegation in the absence of Heads of Union delegations. \nS e c t i o n 3 \nA c c o u n t i n g o f f i c e r ']",to in article 748  heads of union delegations
subdelegate power head union delegation,be,article,detrimental to the discharge procedure under article 319,"['discharge procedure', 'article']",TITLE IV BUDGET IMPLEMENTATION,Article 76  Powers and duties of Heads of Union Delegations ,"[' \nWhere Heads of Union delegations act as authorising officers by subdelegation in accordance with Article 60(2), \nthey shall be subject to the Commission as the Union institution responsible for the definition, exercise, monitoring and \nappraisal of their duties and responsibilities as authorising officers by subdelegation and shall cooperate closely with the \nCommission with regard to the proper implementation of the funds, in order to ensure, in particular, the legality and \nregularity of financial transactions, respect for the principle of sound financial management in the management of the \nfunds and the effective protection of the financial interests of the Union. They shall be subject to the internal rules of the \nCommission and to the Commission Charter for the implementation of the financial management tasks subdelegated to \nthem. They may be assisted in their duties by Commission staff of Union delegations. \nTo this effect, Heads of Union delegations shall take the measures necessary to prevent any situation likely to put at risk \nthe Commission’s capacity to fulfil its responsibility for budget implementation subdelegated to them, as well as any \nconflict of priorities which is likely to have an impact on the implementation of the financial management tasks \nsubdelegated to them. \nWhere a situation or conflict referred to in the second subparagraph arises, Heads of Union delegations shall without \ndelay inform the Directors-General responsible of the Commission and of the EEAS thereof. Those Directors-General shall \ntake appropriate steps to remedy the situation. ', ' \nIf Heads of Union delegations find themselves in a situation as referred to in Article 74(8), they shall refer the \nmatter to the panel referred to in Article 143. In the event of any illegal activity, fraud or corruption which may harm the \ninterests of the Union, they shall inform the authorities and bodies designated by the applicable legislation. ', ' \nHeads of Union delegations acting as authorising officers by subdelegation in accordance with Article 60(2) shall \nreport to their authorising officer by delegation so that the latter can integrate their reports in his or her annual activity \nreport referred to in Article 74(9). The reports of Heads of Union delegations shall include information on the efficiency \nand effectiveness of internal control systems put in place in their delegation, as well as on the management of operations \nsubdelegated to them, and provide the assurance referred to in the third subparagraph of Article 92(5). Those reports shall \nbe annexed to the annual activity report of the authorising officer by delegation, and shall be made available to the \nEuropean Parliament and to the Council having due regard, where appropriate, to their confidentiality. \nHeads of Union delegations shall fully cooperate with Union institutions involved in the discharge procedure and provide, \nas appropriate, any necessary additional information. In this context, they may be requested to attend meetings of the \nrelevant bodies and assist the authorising officer by delegation responsible. \nHeads of Union delegations acting as authorising officers by subdelegation in accordance with Article 60(2) shall reply to \nany request by the authorising officer by delegation of the Commission at the Commission’s own request or, in the \ncontext of discharge, at the request of the European Parliament. \nThe Commission shall ensure that the subdelegating of powers to Heads of Union delegations is not detrimental to the \ndischarge procedure under Article 319 TFEU. ', ' \nParagraphs 1, 2 and 3 shall also apply to deputy Heads of Union delegations when they act as authorising officers \nby subdelegation in the absence of Heads of Union delegations. \nS e c t i o n 3 \nA c c o u n t i n g o f f i c e r ']",detrimental to the discharge procedure under article 319
paragraph 1 2 3,apply,union delegation,also to deputy heads of union delegations,"['deputy head', 'union delegation']",TITLE IV BUDGET IMPLEMENTATION,Article 76  Powers and duties of Heads of Union Delegations ,"[' \nWhere Heads of Union delegations act as authorising officers by subdelegation in accordance with Article 60(2), \nthey shall be subject to the Commission as the Union institution responsible for the definition, exercise, monitoring and \nappraisal of their duties and responsibilities as authorising officers by subdelegation and shall cooperate closely with the \nCommission with regard to the proper implementation of the funds, in order to ensure, in particular, the legality and \nregularity of financial transactions, respect for the principle of sound financial management in the management of the \nfunds and the effective protection of the financial interests of the Union. They shall be subject to the internal rules of the \nCommission and to the Commission Charter for the implementation of the financial management tasks subdelegated to \nthem. They may be assisted in their duties by Commission staff of Union delegations. \nTo this effect, Heads of Union delegations shall take the measures necessary to prevent any situation likely to put at risk \nthe Commission’s capacity to fulfil its responsibility for budget implementation subdelegated to them, as well as any \nconflict of priorities which is likely to have an impact on the implementation of the financial management tasks \nsubdelegated to them. \nWhere a situation or conflict referred to in the second subparagraph arises, Heads of Union delegations shall without \ndelay inform the Directors-General responsible of the Commission and of the EEAS thereof. Those Directors-General shall \ntake appropriate steps to remedy the situation. ', ' \nIf Heads of Union delegations find themselves in a situation as referred to in Article 74(8), they shall refer the \nmatter to the panel referred to in Article 143. In the event of any illegal activity, fraud or corruption which may harm the \ninterests of the Union, they shall inform the authorities and bodies designated by the applicable legislation. ', ' \nHeads of Union delegations acting as authorising officers by subdelegation in accordance with Article 60(2) shall \nreport to their authorising officer by delegation so that the latter can integrate their reports in his or her annual activity \nreport referred to in Article 74(9). The reports of Heads of Union delegations shall include information on the efficiency \nand effectiveness of internal control systems put in place in their delegation, as well as on the management of operations \nsubdelegated to them, and provide the assurance referred to in the third subparagraph of Article 92(5). Those reports shall \nbe annexed to the annual activity report of the authorising officer by delegation, and shall be made available to the \nEuropean Parliament and to the Council having due regard, where appropriate, to their confidentiality. \nHeads of Union delegations shall fully cooperate with Union institutions involved in the discharge procedure and provide, \nas appropriate, any necessary additional information. In this context, they may be requested to attend meetings of the \nrelevant bodies and assist the authorising officer by delegation responsible. \nHeads of Union delegations acting as authorising officers by subdelegation in accordance with Article 60(2) shall reply to \nany request by the authorising officer by delegation of the Commission at the Commission’s own request or, in the \ncontext of discharge, at the request of the European Parliament. \nThe Commission shall ensure that the subdelegating of powers to Heads of Union delegations is not detrimental to the \ndischarge procedure under Article 319 TFEU. ', ' \nParagraphs 1, 2 and 3 shall also apply to deputy Heads of Union delegations when they act as authorising officers \nby subdelegation in the absence of Heads of Union delegations. \nS e c t i o n 3 \nA c c o u n t i n g o f f i c e r ']",also to deputy heads of union delegations
union delegation,act,union delegation,when as authorising officers by subdelegation in the absence of heads of union delegations,"['officer', 'subdelegation', 'absence', 'head', 'union delegation']",TITLE IV BUDGET IMPLEMENTATION,Article 76  Powers and duties of Heads of Union Delegations ,"[' \nWhere Heads of Union delegations act as authorising officers by subdelegation in accordance with Article 60(2), \nthey shall be subject to the Commission as the Union institution responsible for the definition, exercise, monitoring and \nappraisal of their duties and responsibilities as authorising officers by subdelegation and shall cooperate closely with the \nCommission with regard to the proper implementation of the funds, in order to ensure, in particular, the legality and \nregularity of financial transactions, respect for the principle of sound financial management in the management of the \nfunds and the effective protection of the financial interests of the Union. They shall be subject to the internal rules of the \nCommission and to the Commission Charter for the implementation of the financial management tasks subdelegated to \nthem. They may be assisted in their duties by Commission staff of Union delegations. \nTo this effect, Heads of Union delegations shall take the measures necessary to prevent any situation likely to put at risk \nthe Commission’s capacity to fulfil its responsibility for budget implementation subdelegated to them, as well as any \nconflict of priorities which is likely to have an impact on the implementation of the financial management tasks \nsubdelegated to them. \nWhere a situation or conflict referred to in the second subparagraph arises, Heads of Union delegations shall without \ndelay inform the Directors-General responsible of the Commission and of the EEAS thereof. Those Directors-General shall \ntake appropriate steps to remedy the situation. ', ' \nIf Heads of Union delegations find themselves in a situation as referred to in Article 74(8), they shall refer the \nmatter to the panel referred to in Article 143. In the event of any illegal activity, fraud or corruption which may harm the \ninterests of the Union, they shall inform the authorities and bodies designated by the applicable legislation. ', ' \nHeads of Union delegations acting as authorising officers by subdelegation in accordance with Article 60(2) shall \nreport to their authorising officer by delegation so that the latter can integrate their reports in his or her annual activity \nreport referred to in Article 74(9). The reports of Heads of Union delegations shall include information on the efficiency \nand effectiveness of internal control systems put in place in their delegation, as well as on the management of operations \nsubdelegated to them, and provide the assurance referred to in the third subparagraph of Article 92(5). Those reports shall \nbe annexed to the annual activity report of the authorising officer by delegation, and shall be made available to the \nEuropean Parliament and to the Council having due regard, where appropriate, to their confidentiality. \nHeads of Union delegations shall fully cooperate with Union institutions involved in the discharge procedure and provide, \nas appropriate, any necessary additional information. In this context, they may be requested to attend meetings of the \nrelevant bodies and assist the authorising officer by delegation responsible. \nHeads of Union delegations acting as authorising officers by subdelegation in accordance with Article 60(2) shall reply to \nany request by the authorising officer by delegation of the Commission at the Commission’s own request or, in the \ncontext of discharge, at the request of the European Parliament. \nThe Commission shall ensure that the subdelegating of powers to Heads of Union delegations is not detrimental to the \ndischarge procedure under Article 319 TFEU. ', ' \nParagraphs 1, 2 and 3 shall also apply to deputy Heads of Union delegations when they act as authorising officers \nby subdelegation in the absence of Heads of Union delegations. \nS e c t i o n 3 \nA c c o u n t i n g o f f i c e r ']",when as authorising officers by subdelegation in the absence of heads of union delegations
union institution,implement,accounting information treasury management,payments collecting revenue and recovering amounts established as being receivable l 19366   preparing and presenting the accounts in accordance with title xiii keeping the accounts in accordance with articles 82 and 84 laying down the accounting rules procedures and the chart of accounts in accordance with articles 80 to 84 laying down and validating the accounting systems and where appropriate validating systems laid down by the authorising officer to supply or justify accounting information treasury management properly,"['payment', 'revenue', 'recover amount', 'account', 'accordance', 'title xiii', 'account', 'accordance', 'article', 'accounting rule procedure', 'chart', 'account', 'accordance', 'article', 'accounting system', 'appropriate validate system', 'authorise officer', 'accounting information treasury management']",TITLE IV BUDGET IMPLEMENTATION,Article 77  Powers and duties of the accounting officer ,"[' \nEach Union institution shall appoint an accounting officer who shall be responsible in that institution for the \nfollowing: \n(a) properly implementing payments, collecting revenue and recovering amounts established as being receivable; \nL 193/66  \n\x0c \n(b) preparing and presenting the accounts in accordance with Title XIII; \n(c) keeping the accounts in accordance with Articles 82 and 84; \n(d) laying down the accounting rules, procedures and the chart of accounts, in accordance with Articles 80 to 84; \n(e) laying down and validating the accounting systems and, where appropriate, validating systems laid down by the \nauthorising officer to supply or justify accounting information; \n(f) treasury management. \nWith respect to the tasks referred to in point (e) of the first subparagraph, the accounting officer shall be empowered to \nverify at any time compliance with the validation criteria. ', ' \nThe responsibilities of the accounting officer of the EEAS shall concern only the section of the budget relating to \nthe EEAS as implemented by the EEAS. The accounting officer of the Commission shall remain responsible for the entire \nsection of the budget relating to the Commission, including accounting operations relating to appropriations subdelegated \nto Heads of Union delegations. \nThe accounting officer of the Commission shall also act as the accounting officer of the EEAS in respect of the \nimplementation of the section of the budget relating to the EEAS. ']",payments collecting revenue and recovering amounts established as being receivable l 19366    preparing and presenting the accounts in accordance with title xiii keeping the accounts in accordance with articles 82 and 84 laying down the accounting rules procedures and the chart of accounts in accordance with articles 80 to 84 laying down and validating the accounting systems and where appropriate validating systems laid down by the authorising officer to supply or justify accounting information treasury management properly
responsibility accounting officer eea,shall,concern,concern,['concern'],TITLE IV BUDGET IMPLEMENTATION,Article 77  Powers and duties of the accounting officer ,"[' \nEach Union institution shall appoint an accounting officer who shall be responsible in that institution for the \nfollowing: \n(a) properly implementing payments, collecting revenue and recovering amounts established as being receivable; \nL 193/66  \n\x0c \n(b) preparing and presenting the accounts in accordance with Title XIII; \n(c) keeping the accounts in accordance with Articles 82 and 84; \n(d) laying down the accounting rules, procedures and the chart of accounts, in accordance with Articles 80 to 84; \n(e) laying down and validating the accounting systems and, where appropriate, validating systems laid down by the \nauthorising officer to supply or justify accounting information; \n(f) treasury management. \nWith respect to the tasks referred to in point (e) of the first subparagraph, the accounting officer shall be empowered to \nverify at any time compliance with the validation criteria. ', ' \nThe responsibilities of the accounting officer of the EEAS shall concern only the section of the budget relating to \nthe EEAS as implemented by the EEAS. The accounting officer of the Commission shall remain responsible for the entire \nsection of the budget relating to the Commission, including accounting operations relating to appropriations subdelegated \nto Heads of Union delegations. \nThe accounting officer of the Commission shall also act as the accounting officer of the EEAS in respect of the \nimplementation of the section of the budget relating to the EEAS. ']",concern
union institution body,make,case,the necessary arrangements in order to avoid any conflict of interests in such case,"['necessary arrangement', 'order', 'conflict', 'interest', 'case']",TITLE IV BUDGET IMPLEMENTATION,Article 78  Appointment and termination of duties of the accounting officer ,"[' \nEach Union institution shall appoint an accounting officer from officials subject to the Staff Regulations. \nThe accounting officer shall be chosen by the Union institution on the grounds of his or her particular competence as \nevidenced by diplomas or by equivalent professional experience. ', ' \nTwo or more Union institutions or bodies may appoint the same accounting officer. \nIn such case, they shall make the necessary arrangements in order to avoid any conflict of interests. ', ' \nA trial balance shall be drawn up without delay in the event of termination of the duties of the accounting officer. ', ' \nThe trial balance accompanied by a hand-over report shall be transmitted to the new accounting officer by the \naccounting officer who is terminating his or her duties or, if it is not possible, by an official in his or her department. \nThe new accounting officer shall sign the trial balance in acceptance within one month from the date of transmission and \nmay make reservations. \nThe hand-over report shall contain the result of the trial balance and any reservations made. ']",the necessary arrangements in order to avoid any conflict of interests in such case
accounting officer,make,reservation,reservations,['reservation'],TITLE IV BUDGET IMPLEMENTATION,Article 78  Appointment and termination of duties of the accounting officer ,"[' \nEach Union institution shall appoint an accounting officer from officials subject to the Staff Regulations. \nThe accounting officer shall be chosen by the Union institution on the grounds of his or her particular competence as \nevidenced by diplomas or by equivalent professional experience. ', ' \nTwo or more Union institutions or bodies may appoint the same accounting officer. \nIn such case, they shall make the necessary arrangements in order to avoid any conflict of interests. ', ' \nA trial balance shall be drawn up without delay in the event of termination of the duties of the accounting officer. ', ' \nThe trial balance accompanied by a hand-over report shall be transmitted to the new accounting officer by the \naccounting officer who is terminating his or her duties or, if it is not possible, by an official in his or her department. \nThe new accounting officer shall sign the trial balance in acceptance within one month from the date of transmission and \nmay make reservations. \nThe hand-over report shall contain the result of the trial balance and any reservations made. ']",reservations
instrument delegation,set,certain task,certain tasks,['certain task'],TITLE IV BUDGET IMPLEMENTATION,Article 79  Powers which may be delegated by the accounting officer ,"['\nThe accounting officer may, in the performance of his or her duties, delegate certain tasks to subordinate staff and to \nimprest administrators appointed in accordance with Article 89(1). \nThe instrument of delegation shall set out those tasks. ']",certain tasks
accounting rule,apply,union institution european office,by union institutions european offices and the agencies and union bodies,"['union institution european office', 'agency', 'union body']",TITLE IV BUDGET IMPLEMENTATION,Article 80  Accounting rules ,"[' \nThe accounting rules to be applied by Union institutions, European offices and the agencies and Union bodies \nreferred to in Section 2 of Chapter 3 of this Title shall be based on internationally accepted accounting standards for the \npublic sector. Those rules shall be adopted by the accounting officer of the Commission following consultation with the \naccounting officers of other Union institutions, European offices and Union bodies. ', ' \nThe accounting officer may deviate from the standards referred to in paragraph 1 if he or she considers this \nnecessary in order to give a fair presentation of the assets and liabilities, charges, income and cash flow. Where an \naccounting rule diverges materially from those standards, the notes to the financial statements shall disclose that fact and \nthe reasons for it. ', ' \nThe accounting rules referred to in paragraph 1 shall lay down the structure and content of the financial statements, \nas well as the accounting principles underlying the accounts. ', ' \nThe budget implementation reports referred to in Article 241 shall respect the budgetary principles laid down in \nthis Regulation. They shall provide a detailed record of budget implementation. They shall record all revenue and \nexpenditure operations provided for in this Title and give a fair presentation thereon.   \x0c ']",by union institutions european offices and the agencies and union bodies
accounting rule,refer,title,to in section 2 of chapter 3 of this title,"['section', 'chapter', 'title']",TITLE IV BUDGET IMPLEMENTATION,Article 80  Accounting rules ,"[' \nThe accounting rules to be applied by Union institutions, European offices and the agencies and Union bodies \nreferred to in Section 2 of Chapter 3 of this Title shall be based on internationally accepted accounting standards for the \npublic sector. Those rules shall be adopted by the accounting officer of the Commission following consultation with the \naccounting officers of other Union institutions, European offices and Union bodies. ', ' \nThe accounting officer may deviate from the standards referred to in paragraph 1 if he or she considers this \nnecessary in order to give a fair presentation of the assets and liabilities, charges, income and cash flow. Where an \naccounting rule diverges materially from those standards, the notes to the financial statements shall disclose that fact and \nthe reasons for it. ', ' \nThe accounting rules referred to in paragraph 1 shall lay down the structure and content of the financial statements, \nas well as the accounting principles underlying the accounts. ', ' \nThe budget implementation reports referred to in Article 241 shall respect the budgetary principles laid down in \nthis Regulation. They shall provide a detailed record of budget implementation. They shall record all revenue and \nexpenditure operations provided for in this Title and give a fair presentation thereon.   \x0c ']",to in section 2 of chapter 3 of this title
accounting rule,apply,union institution european office,the accounting principles underlying the accounts by union institutions european offices and the agencies and union bodies,"['accounting principle', 'account', 'union institution european office', 'agency', 'union body']",TITLE IV BUDGET IMPLEMENTATION,Article 80  Accounting rules ,"[' \nThe accounting rules to be applied by Union institutions, European offices and the agencies and Union bodies \nreferred to in Section 2 of Chapter 3 of this Title shall be based on internationally accepted accounting standards for the \npublic sector. Those rules shall be adopted by the accounting officer of the Commission following consultation with the \naccounting officers of other Union institutions, European offices and Union bodies. ', ' \nThe accounting officer may deviate from the standards referred to in paragraph 1 if he or she considers this \nnecessary in order to give a fair presentation of the assets and liabilities, charges, income and cash flow. Where an \naccounting rule diverges materially from those standards, the notes to the financial statements shall disclose that fact and \nthe reasons for it. ', ' \nThe accounting rules referred to in paragraph 1 shall lay down the structure and content of the financial statements, \nas well as the accounting principles underlying the accounts. ', ' \nThe budget implementation reports referred to in Article 241 shall respect the budgetary principles laid down in \nthis Regulation. They shall provide a detailed record of budget implementation. They shall record all revenue and \nexpenditure operations provided for in this Title and give a fair presentation thereon.   \x0c ']",the accounting principles underlying the accounts by union institutions european offices and the agencies and union bodies
accounting rule,refer,paragraph,to in paragraph 1,['paragraph'],TITLE IV BUDGET IMPLEMENTATION,Article 80  Accounting rules ,"[' \nThe accounting rules to be applied by Union institutions, European offices and the agencies and Union bodies \nreferred to in Section 2 of Chapter 3 of this Title shall be based on internationally accepted accounting standards for the \npublic sector. Those rules shall be adopted by the accounting officer of the Commission following consultation with the \naccounting officers of other Union institutions, European offices and Union bodies. ', ' \nThe accounting officer may deviate from the standards referred to in paragraph 1 if he or she considers this \nnecessary in order to give a fair presentation of the assets and liabilities, charges, income and cash flow. Where an \naccounting rule diverges materially from those standards, the notes to the financial statements shall disclose that fact and \nthe reasons for it. ', ' \nThe accounting rules referred to in paragraph 1 shall lay down the structure and content of the financial statements, \nas well as the accounting principles underlying the accounts. ', ' \nThe budget implementation reports referred to in Article 241 shall respect the budgetary principles laid down in \nthis Regulation. They shall provide a detailed record of budget implementation. They shall record all revenue and \nexpenditure operations provided for in this Title and give a fair presentation thereon.   \x0c ']",to in paragraph 1
accounting rule,lay,financial statement,the structure and content of the financial statements as well as,"['structure', 'content', 'financial statement']",TITLE IV BUDGET IMPLEMENTATION,Article 80  Accounting rules ,"[' \nThe accounting rules to be applied by Union institutions, European offices and the agencies and Union bodies \nreferred to in Section 2 of Chapter 3 of this Title shall be based on internationally accepted accounting standards for the \npublic sector. Those rules shall be adopted by the accounting officer of the Commission following consultation with the \naccounting officers of other Union institutions, European offices and Union bodies. ', ' \nThe accounting officer may deviate from the standards referred to in paragraph 1 if he or she considers this \nnecessary in order to give a fair presentation of the assets and liabilities, charges, income and cash flow. Where an \naccounting rule diverges materially from those standards, the notes to the financial statements shall disclose that fact and \nthe reasons for it. ', ' \nThe accounting rules referred to in paragraph 1 shall lay down the structure and content of the financial statements, \nas well as the accounting principles underlying the accounts. ', ' \nThe budget implementation reports referred to in Article 241 shall respect the budgetary principles laid down in \nthis Regulation. They shall provide a detailed record of budget implementation. They shall record all revenue and \nexpenditure operations provided for in this Title and give a fair presentation thereon.   \x0c ']",the structure and content of the financial statements as well as
budget implementation report,refer,article,shall respect the budgetary principles laid down in this regulation to in article 241,"['budgetary principle', 'regulation', 'article']",TITLE IV BUDGET IMPLEMENTATION,Article 80  Accounting rules ,"[' \nThe accounting rules to be applied by Union institutions, European offices and the agencies and Union bodies \nreferred to in Section 2 of Chapter 3 of this Title shall be based on internationally accepted accounting standards for the \npublic sector. Those rules shall be adopted by the accounting officer of the Commission following consultation with the \naccounting officers of other Union institutions, European offices and Union bodies. ', ' \nThe accounting officer may deviate from the standards referred to in paragraph 1 if he or she considers this \nnecessary in order to give a fair presentation of the assets and liabilities, charges, income and cash flow. Where an \naccounting rule diverges materially from those standards, the notes to the financial statements shall disclose that fact and \nthe reasons for it. ', ' \nThe accounting rules referred to in paragraph 1 shall lay down the structure and content of the financial statements, \nas well as the accounting principles underlying the accounts. ', ' \nThe budget implementation reports referred to in Article 241 shall respect the budgetary principles laid down in \nthis Regulation. They shall provide a detailed record of budget implementation. They shall record all revenue and \nexpenditure operations provided for in this Title and give a fair presentation thereon.   \x0c ']",shall respect the budgetary principles laid down in this regulation to in article 241
budget implementation report,refer,article,to in article,['article'],TITLE IV BUDGET IMPLEMENTATION,Article 80  Accounting rules ,"[' \nThe accounting rules to be applied by Union institutions, European offices and the agencies and Union bodies \nreferred to in Section 2 of Chapter 3 of this Title shall be based on internationally accepted accounting standards for the \npublic sector. Those rules shall be adopted by the accounting officer of the Commission following consultation with the \naccounting officers of other Union institutions, European offices and Union bodies. ', ' \nThe accounting officer may deviate from the standards referred to in paragraph 1 if he or she considers this \nnecessary in order to give a fair presentation of the assets and liabilities, charges, income and cash flow. Where an \naccounting rule diverges materially from those standards, the notes to the financial statements shall disclose that fact and \nthe reasons for it. ', ' \nThe accounting rules referred to in paragraph 1 shall lay down the structure and content of the financial statements, \nas well as the accounting principles underlying the accounts. ', ' \nThe budget implementation reports referred to in Article 241 shall respect the budgetary principles laid down in \nthis Regulation. They shall provide a detailed record of budget implementation. They shall record all revenue and \nexpenditure operations provided for in this Title and give a fair presentation thereon.   \x0c ']",to in article
budget implementation report,refer,article,shall record all revenue and expenditure operations provided for in this title and give a fair presentation thereon to in article,"['revenue expenditure operation', 'title', 'fair presentation thereon', 'article']",TITLE IV BUDGET IMPLEMENTATION,Article 80  Accounting rules ,"[' \nThe accounting rules to be applied by Union institutions, European offices and the agencies and Union bodies \nreferred to in Section 2 of Chapter 3 of this Title shall be based on internationally accepted accounting standards for the \npublic sector. Those rules shall be adopted by the accounting officer of the Commission following consultation with the \naccounting officers of other Union institutions, European offices and Union bodies. ', ' \nThe accounting officer may deviate from the standards referred to in paragraph 1 if he or she considers this \nnecessary in order to give a fair presentation of the assets and liabilities, charges, income and cash flow. Where an \naccounting rule diverges materially from those standards, the notes to the financial statements shall disclose that fact and \nthe reasons for it. ', ' \nThe accounting rules referred to in paragraph 1 shall lay down the structure and content of the financial statements, \nas well as the accounting principles underlying the accounts. ', ' \nThe budget implementation reports referred to in Article 241 shall respect the budgetary principles laid down in \nthis Regulation. They shall provide a detailed record of budget implementation. They shall record all revenue and \nexpenditure operations provided for in this Title and give a fair presentation thereon.   \x0c ']",shall record all revenue and expenditure operations provided for in this title and give a fair presentation thereon to in article
accounting officer commission,be,union institution,responsible for laying down the harmonised charts of accounts to be applied by union institutions by european offices and by the agencies and union bodies referred to in section 2 of chapter 3 of this title,"['harmonised chart', 'account', 'union institution', 'european office', 'agency', 'union body', 'section', 'chapter', 'title']",TITLE IV BUDGET IMPLEMENTATION,Article 82  Keeping the accounts ,"[' \nThe accounting officer of the Commission shall be responsible for laying down the harmonised charts of accounts \nto be applied by Union institutions, by European offices and by the agencies and Union bodies referred to in Section 2 of \nChapter 3 of this Title. ', ' \nThe accounting officers shall obtain from authorising officers all the information necessary for the production of \naccounts which give a fair presentation of the financial situation of Union institutions and of budget implementation. The \nauthorising officers shall guarantee the reliability of that information. ', ' \nBefore the adoption of the accounts by the Union institution or the Union body referred to in Article 70, the \naccounting officer shall sign them off, thereby certifying that he or she has reasonable assurance that the accounts give a \nfair presentation of the financial situation of the Union institution or the Union body referred to in Article 70. \nFor that purpose, the accounting officer shall verify that the accounts have been prepared in accordance with the \naccounting rules referred to in Article 80, and the accounting procedures referred to in point (d) of the first subparagraph \nof Article 77(1), and that all revenue and expenditure is entered in the accounts. ', ' \nThe authorising officer by delegation shall, in accordance with the rules adopted by the accounting officer, send the \naccounting officer any financial and management information required for the performance of the accounting officer’s \nduties. \nThe accounting officer shall be informed, regularly and at least for the closure of the accounts, by the authorising officer \nof the relevant financial data of the fiduciary bank accounts in order to allow the use of Union funds to be reflected in \nthe accounts of the Union. \nThe authorising officers shall remain fully responsible for the proper use of the funds they manage, the legality and \nregularity of the expenditure under their control and the completeness and accuracy of the information sent to the \naccounting officer. ', ' \nThe authorising officer responsible shall notify the accounting officer of all developments or significant modifi\xad\ncations of a financial management system, an inventory system or a system for the valuation of assets and liabilities, if it \nprovides data for the accounts of the Union institution or is used to substantiate data thereof, so that the accounting \nofficer can verify compliance with the validation criteria. \nAt any time, the accounting officer may re-examine a financial management system already validated and may request \nthat the authorising officer responsible establishes an action plan in order to correct, in due time, possible weaknesses. \nThe authorising officer shall be responsible for the completeness of information sent to the accounting officer. ', ' \nThe accounting officer shall be empowered to check the information received as well as to carry out any further \nchecks he or she deems necessary in order to sign off the accounts. \nThe accounting officer shall, if necessary, make reservations, explaining exactly the nature and scope of such reservations. ', ' \nA Union institution’s accounting system shall serve to organise the budgetary and financial information in such a \nway that figures can be entered, filed and registered. ', ' \nThe accounting system shall consist of general accounts and budget accounts. The accounts shall be kept in euro \nand on the basis of the calendar year. ', ' \nThe authorising officer by delegation may also keep detailed management accounts. ', ' \nSupporting documents for the accounting system and for the preparation of the accounts referred to in \nArticle 241 shall be kept for at least five years from the date on which the European Parliament gives discharge for \nthe financial year to which the documents relate. \nL 193/68  \n\x0c \nHowever, documents relating to operations not definitively closed shall be kept until the end of the year following that in \nwhich the operations are closed. Article 37(2) of Regulation (EC) No 45/2001 shall apply to the conservation of traffic \ndata. \nEach Union institution shall decide in which department the supporting documents are to be kept. ']",responsible for laying down the harmonised charts of accounts to be applied by union institutions by european offices and by the agencies and union bodies referred to in section 2 of chapter 3 of this title
